accession,syn_id,mibig_reference,product,type,sid_type,tonb_num,pb_num,family,genus,species,genome_tonb,genome_pb
GCF_004758865.1,"GCF_004758865.1|NZ_CP038500.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_012272795.1,GCF_012272795.1|NZ_CP050916.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_012272795.1,GCF_012272795.1|NZ_CP050916.1|r1c4|unknown,unknown,unknown,unknown,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_005671375.1,GCF_005671375.1|NZ_CP040425.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_005671375.1,"GCF_005671375.1|NZ_CP040425.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_001902375.1,GCF_001902375.1|NZ_CP018421.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,1
GCF_001902375.1,"GCF_001902375.1|NZ_CP018421.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,1
GCF_009497995.1,GCF_009497995.1|NZ_CP033243.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_009497995.1,"GCF_009497995.1|NZ_CP033243.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_001806405.1,GCF_001806405.1|NZ_CP017648.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001806405.1,"GCF_001806405.1|NZ_CP017648.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001806365.1,"GCF_001806365.1|NZ_CP017644.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001806365.1,GCF_001806365.1|NZ_CP017644.1|r1c7|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001593425.2,GCF_001593425.2|NZ_CP018664.1|r1c1|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,2,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001593425.2,GCF_001593425.2|NZ_CP018664.1|r1c2|fimsbactin A,BGC0000352,fimsbactin A,NRP,NRP,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001593425.2,"GCF_001593425.2|NZ_CP018664.1|r1c8|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001941765.1,GCF_001941765.1|NZ_CP019034.1|r1c1|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,2,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001941765.1,GCF_001941765.1|NZ_CP019034.1|r1c2|fimsbactin A,BGC0000352,fimsbactin A,NRP,NRP,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001941765.1,"GCF_001941765.1|NZ_CP019034.1|r1c8|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_000828935.1,GCF_000828935.1|NZ_AP014649.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,2,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_000828935.1,"GCF_000828935.1|NZ_AP014649.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_002762115.1,GCF_002762115.1|NZ_CP024613.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_002762115.1,"GCF_002762115.1|NZ_CP024613.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_002741415.1,GCF_002741415.1|NZ_CP024418.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,1
GCF_002741415.1,"GCF_002741415.1|NZ_CP024418.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,1
GCF_012272715.1,GCF_012272715.1|NZ_CP050904.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_012272715.1,"GCF_012272715.1|NZ_CP050904.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001636235.1,"GCF_001636235.1|NZ_CP015364.1|r1c1|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_001636235.1,GCF_001636235.1|NZ_CP015364.1|r1c3|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_002082645.1,GCF_002082645.1|NZ_CP020586.1|r1c3|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_002082645.1,"GCF_002082645.1|NZ_CP020586.1|r1c6|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_002947415.1,"GCF_002947415.1|NZ_CP026707.1|r1c2|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_002947415.1,GCF_002947415.1|NZ_CP026707.1|r1c4|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_003029495.1,GCF_003029495.1|NZ_CP027123.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_003029495.1,"GCF_003029495.1|NZ_CP027123.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_001895125.2,GCF_001895125.2|NZ_AP023077.1|r1c1|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,2,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_001895125.2,GCF_001895125.2|NZ_AP023077.1|r1c2|unknown,unknown,unknown,unknown,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_002761575.1,"GCF_002761575.1|NZ_CP024124.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_002761575.1,GCF_002761575.1|NZ_CP024124.1|r1c7|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_000794125.2,GCF_000794125.2|NZ_CP114381.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,1
GCF_000794125.2,"GCF_000794125.2|NZ_CP114381.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,1
GCF_002999195.2,"GCF_002999195.2|NZ_CP027246.2|r1c3|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,1
GCF_002999195.2,GCF_002999195.2|NZ_CP027246.2|r1c5|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,0,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,1
GCF_001922245.1,GCF_001922245.1|NZ_CP016300.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_001922245.1,"GCF_001922245.1|NZ_CP016300.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_003516005.1,GCF_003516005.1|NZ_CP023031.1|r1c4|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_003516005.1,"GCF_003516005.1|NZ_CP023031.1|r1c6|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_002843665.1,"GCF_002843665.1|NZ_CP025266.1|r1c2|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_002843665.1,GCF_002843665.1|NZ_CP025266.1|r1c4|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001806385.1,"GCF_001806385.1|NZ_CP017646.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_001806385.1,GCF_001806385.1|NZ_CP017646.1|r1c7|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_002082865.1,"GCF_002082865.1|NZ_CP020578.1|r1c2|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_002082865.1,GCF_002082865.1|NZ_CP020578.1|r1c8|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_001806465.1,"GCF_001806465.1|NZ_CP017654.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_001806465.1,GCF_001806465.1|NZ_CP017654.1|r1c7|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_001895985.1,GCF_001895985.1|NZ_CP018256.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_001895985.1,"GCF_001895985.1|NZ_CP018256.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_002116925.1,GCF_002116925.1|NZ_CP015121.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,2,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_002116925.1,"GCF_002116925.1|NZ_CP015121.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_003522885.1,GCF_003522885.1|NZ_CP023034.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_003522885.1,"GCF_003522885.1|NZ_CP023034.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_005280695.1,"GCF_005280695.1|NZ_CP040084.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,0,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_005280695.1,GCF_005280695.1|NZ_CP040084.1|r1c7|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_001573085.1,"GCF_001573085.1|NZ_CP014539.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001573085.1,GCF_001573085.1|NZ_CP014539.1|r1c6|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,2,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_003181015.1,"GCF_003181015.1|NZ_CP029569.1|r1c2|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_003181015.1,GCF_003181015.1|NZ_CP029569.1|r1c8|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_003949595.2,GCF_003949595.2|NZ_CP039993.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,2,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_003949595.2,"GCF_003949595.2|NZ_CP039993.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_002082625.2,GCF_002082625.2|NZ_CP020584.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_002082625.2,"GCF_002082625.2|NZ_CP020584.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_001908295.1,"GCF_001908295.1|NZ_CP018677.1|r1c3|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_001908295.1,GCF_001908295.1|NZ_CP018677.1|r1c5|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_001806485.1,"GCF_001806485.1|NZ_CP017656.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_001806485.1,GCF_001806485.1|NZ_CP017656.1|r1c7|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_000963815.1,GCF_000963815.1|NZ_CP008706.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,1
GCF_000963815.1,"GCF_000963815.1|NZ_CP008706.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,1
GCF_002082845.1,GCF_002082845.1|NZ_CP020579.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_002082845.1,"GCF_002082845.1|NZ_CP020579.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_003522845.1,"GCF_003522845.1|NZ_CP023029.1|r1c2|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,1
GCF_003522845.1,GCF_003522845.1|NZ_CP023029.1|r1c7|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,1
GCF_000939415.2,GCF_000939415.2|NZ_CP015483.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_000939415.2,"GCF_000939415.2|NZ_CP015483.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_001922205.1,GCF_001922205.1|NZ_CP016295.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,0,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,17,2
GCF_001922205.1,"GCF_001922205.1|NZ_CP016295.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,17,2
GCF_001806445.1,"GCF_001806445.1|NZ_CP017652.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_001806445.1,GCF_001806445.1|NZ_CP017652.1|r1c7|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_001806425.1,"GCF_001806425.1|NZ_CP017650.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,17,1
GCF_001806425.1,GCF_001806425.1|NZ_CP017650.1|r1c7|unknown,unknown,unknown,unknown,NRP,0,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,17,1
GCF_002762095.1,"GCF_002762095.1|NZ_CP024611.1|r1c3|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,1
GCF_002082705.1,"GCF_002082705.1|NZ_CP020574.1|r1c2|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_002082705.1,GCF_002082705.1|NZ_CP020574.1|r1c8|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_001922225.1,GCF_001922225.1|NZ_CP016298.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_001922225.1,"GCF_001922225.1|NZ_CP016298.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_008033255.2,GCF_008033255.2|NZ_CP042841.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_008033255.2,"GCF_008033255.2|NZ_CP042841.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_001806345.1,"GCF_001806345.1|NZ_CP017642.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001806345.1,GCF_001806345.1|NZ_CP017642.1|r1c7|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_003949725.2,GCF_003949725.2|NZ_CP039930.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_003949725.2,"GCF_003949725.2|NZ_CP039930.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_008630895.1,GCF_008630895.1|NZ_CP043910.1|r1c1|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,2,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_008630895.1,GCF_008630895.1|NZ_CP043910.1|r1c2|fimsbactin A,BGC0000352,fimsbactin A,NRP,NRP,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_008630895.1,"GCF_008630895.1|NZ_CP043910.1|r1c8|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_012272775.1,GCF_012272775.1|NZ_CP050914.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_012272775.1,"GCF_012272775.1|NZ_CP050914.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_008807055.1,"GCF_008807055.1|NZ_CP032743.1|r1c2|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_008807055.1,GCF_008807055.1|NZ_CP032743.1|r1c8|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,20,2
GCF_001077555.2,GCF_001077555.2|NZ_CP021342.1|r1c1|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_001077555.2,"GCF_001077555.2|NZ_CP021342.1|r1c5|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_003296225.1,"GCF_003296225.1|NZ_CP030106.1|r1c2|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,1
GCF_003296225.1,GCF_003296225.1|NZ_CP030106.1|r1c3|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,1
GCF_004101745.1,GCF_004101745.1|NZ_CP035186.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_004101745.1,"GCF_004101745.1|NZ_CP035186.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_003010655.1,GCF_003010655.1|NZ_CP027607.1|r1c4|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_003010655.1,"GCF_003010655.1|NZ_CP027607.1|r1c6|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_003931755.1,GCF_003931755.1|NZ_CP034242.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_003931755.1,"GCF_003931755.1|NZ_CP034242.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_003931775.1,GCF_003931775.1|NZ_CP034243.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_003931775.1,"GCF_003931775.1|NZ_CP034243.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,19,2
GCF_004101705.1,GCF_004101705.1|NZ_CP035183.1|r1c2|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,1,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_004101705.1,"GCF_004101705.1|NZ_CP035183.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18,2
GCF_001517645.1,"GCF_001517645.1|NZ_LN997846.1|r1c4|baumannoferrin A, baumannoferrin B",BGC0002471,"baumannoferrin A, baumannoferrin B",Other,NIS,1,0,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
GCF_001517645.1,GCF_001517645.1|NZ_LN997846.1|r1c6|acinetobactin,BGC0000294,acinetobactin,NRP,NRP,2,1,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,21,2
