Strain_Name,Has_BamA,Best_Evalue,Hit_Locus_Tag,Final_Classification
GCF_000196835.1,False,,Clean,Monoderm (Keep)
GCF_000219805.1,False,,Clean,Monoderm (Keep)
GCF_000204155.1,False,,Clean,Monoderm (Keep)
GCF_000219455.1,False,,Clean,Monoderm (Keep)
GCF_000219765.1,False,,Clean,Monoderm (Keep)
GCF_000219785.1,False,,Clean,Monoderm (Keep)
GCF_000214155.1,False,,Clean,Monoderm (Keep)
GCF_000214785.1,False,,Clean,Monoderm (Keep)
GCF_000218855.1,False,,Clean,Monoderm (Keep)
GCF_000219535.2,False,,Clean,Monoderm (Keep)
GCF_000219875.1,False,,Clean,Monoderm (Keep)
GCF_000215665.1,False,,Clean,Monoderm (Keep)
GCF_000217615.1,False,,Clean,Monoderm (Keep)
GCF_000215645.1,False,,Clean,Monoderm (Keep)
GCF_000214435.1,False,,Clean,Monoderm (Keep)
GCF_000215105.1,False,,Clean,Monoderm (Keep)
GCF_000218545.1,False,,Clean,Monoderm (Keep)
GCF_000215085.1,False,,Clean,Monoderm (Keep)
GCF_000217835.1,False,,Clean,Monoderm (Keep)
GCF_000219085.2,False,,Clean,Monoderm (Keep)
GCF_000218915.1,False,,Clean,Monoderm (Keep)
GCF_000218305.1,False,,Clean,Monoderm (Keep)
GCF_000224105.1,False,,Clean,Monoderm (Keep)
GCF_000214175.1,False,,Clean,Monoderm (Keep)
GCF_000225325.1,False,,Clean,Monoderm (Keep)
GCF_000221985.1,False,,Clean,Monoderm (Keep)
GCF_000220885.1,False,,Clean,Monoderm (Keep)
GCF_000224965.2,False,,Clean,Monoderm (Keep)
GCF_000225265.1,False,,Clean,Monoderm (Keep)
GCF_000224985.1,False,,Clean,Monoderm (Keep)
GCF_000221625.1,False,,Clean,Monoderm (Keep)
GCF_000220135.1,False,,Clean,Monoderm (Keep)
GCF_000227605.3,False,,Clean,Monoderm (Keep)
GCF_000227175.1,False,,Clean,Monoderm (Keep)
GCF_000225345.1,False,,Clean,Monoderm (Keep)
GCF_000221645.1,False,,Clean,Monoderm (Keep)
GCF_000227485.1,False,,Clean,Monoderm (Keep)
GCF_000227465.1,False,,Clean,Monoderm (Keep)
GCF_000224435.1,False,,Clean,Monoderm (Keep)
GCF_000220705.2,False,,Clean,Monoderm (Keep)
GCF_000237995.1,False,,Clean,Monoderm (Keep)
GCF_000238995.1,False,,Clean,Monoderm (Keep)
GCF_000236455.2,False,,Clean,Monoderm (Keep)
GCF_000234825.3,False,,Clean,Monoderm (Keep)
GCF_000236925.1,False,,Clean,Monoderm (Keep)
GCF_000237125.2,False,,Clean,Monoderm (Keep)
GCF_000236475.1,False,,Clean,Monoderm (Keep)
GCF_000239235.1,False,,Clean,Monoderm (Keep)
GCF_000242855.2,False,,Clean,Monoderm (Keep)
GCF_000237265.1,False,,Clean,Monoderm (Keep)
GCF_000227705.2,False,,Clean,Monoderm (Keep)
GCF_000231865.1,False,,Clean,Monoderm (Keep)
GCF_000231925.1,False,,Clean,Monoderm (Keep)
GCF_000230295.1,False,,Clean,Monoderm (Keep)
GCF_000231885.1,False,,Clean,Monoderm (Keep)
GCF_000240015.1,False,,Clean,Monoderm (Keep)
GCF_000231905.1,False,,Clean,Monoderm (Keep)
GCF_000231215.1,False,,Clean,Monoderm (Keep)
GCF_000233755.1,False,,Clean,Monoderm (Keep)
GCF_000233575.1,False,,Clean,Monoderm (Keep)
GCF_000240055.1,False,,Clean,Monoderm (Keep)
GCF_000241935.1,False,,Clean,Monoderm (Keep)
GCF_000241855.1,False,,Clean,Monoderm (Keep)
GCF_000241915.1,False,,Clean,Monoderm (Keep)
GCF_000243135.2,False,,Clean,Monoderm (Keep)
GCF_000240035.1,False,,Clean,Monoderm (Keep)
GCF_000241875.1,False,,Clean,Monoderm (Keep)
GCF_000242775.1,False,,Clean,Monoderm (Keep)
GCF_000241895.1,False,,Clean,Monoderm (Keep)
GCF_000231405.2,False,,Clean,Monoderm (Keep)
GCF_000243155.2,False,,Clean,Monoderm (Keep)
GCF_000236605.1,False,,Clean,Monoderm (Keep)
GCF_000237085.1,False,,Clean,Monoderm (Keep)
GCF_000231385.2,False,,Clean,Monoderm (Keep)
GCF_000242895.2,False,,Clean,Monoderm (Keep)
GCF_000234725.1,False,,Clean,Monoderm (Keep)
GCF_000233715.2,False,,Clean,Monoderm (Keep)
GCF_000235585.1,False,,Clean,Monoderm (Keep)
GCF_000235605.1,False,,Clean,Monoderm (Keep)
GCF_000230895.2,False,,Clean,Monoderm (Keep)
GCF_000220945.1,False,,Clean,Monoderm (Keep)
GCF_000237145.1,False,,Clean,Monoderm (Keep)
GCF_000253075.1,False,,Clean,Monoderm (Keep)
GCF_000248095.2,False,,Clean,Monoderm (Keep)
GCF_000237325.1,False,,Clean,Monoderm (Keep)
GCF_000239195.1,False,,Clean,Monoderm (Keep)
GCF_000248375.2,False,,Clean,Monoderm (Keep)
GCF_000237305.1,False,,Clean,Monoderm (Keep)
GCF_000240165.1,False,,Clean,Monoderm (Keep)
GCF_000244875.1,False,,Clean,Monoderm (Keep)
GCF_000245495.1,False,,Clean,Monoderm (Keep)
GCF_000250925.1,False,,Clean,Monoderm (Keep)
GCF_000252975.1,False,,Clean,Monoderm (Keep)
GCF_000251085.2,False,,Clean,Monoderm (Keep)
GCF_000250905.1,False,,Clean,Monoderm (Keep)
GCF_000253135.1,False,,Clean,Monoderm (Keep)
GCF_000247715.1,False,,Clean,Monoderm (Keep)
GCF_000253155.1,False,,Clean,Monoderm (Keep)
GCF_000255115.2,False,,Clean,Monoderm (Keep)
GCF_000253395.1,False,,Clean,Monoderm (Keep)
GCF_000255175.1,False,,Clean,Monoderm (Keep)
GCF_000253335.1,False,,Clean,Monoderm (Keep)
GCF_000255195.1,False,,Clean,Monoderm (Keep)
GCF_000258385.1,False,,Clean,Monoderm (Keep)
GCF_000253315.1,False,,Clean,Monoderm (Keep)
GCF_000255155.1,False,,Clean,Monoderm (Keep)
GCF_000255275.1,False,,Clean,Monoderm (Keep)
GCF_000255235.1,False,,Clean,Monoderm (Keep)
GCF_000255935.1,False,,Clean,Monoderm (Keep)
GCF_000255215.1,False,,Clean,Monoderm (Keep)
GCF_000255255.1,False,,Clean,Monoderm (Keep)
GCF_000255615.2,False,,Clean,Monoderm (Keep)
GCF_000253195.1,False,,Clean,Monoderm (Keep)
GCF_000253355.1,False,,Clean,Monoderm (Keep)
GCF_000247605.1,False,,Clean,Monoderm (Keep)
GCF_000250655.1,False,,Clean,Monoderm (Keep)
GCF_000277795.1,False,,Clean,Monoderm (Keep)
GCF_000271405.2,False,,Clean,Monoderm (Keep)
GCF_000270525.1,False,,Clean,Monoderm (Keep)
GCF_000260715.1,False,,Clean,Monoderm (Keep)
GCF_000270205.1,False,,Clean,Monoderm (Keep)
GCF_000269945.1,False,,Clean,Monoderm (Keep)
GCF_000270085.1,False,,Clean,Monoderm (Keep)
GCF_000277345.1,False,,Clean,Monoderm (Keep)
GCF_000269925.1,False,,Clean,Monoderm (Keep)
GCF_000265095.1,False,,Clean,Monoderm (Keep)
GCF_000277325.1,False,,Clean,Monoderm (Keep)
GCF_000262145.1,False,,Clean,Monoderm (Keep)
GCF_000270145.1,False,,Clean,Monoderm (Keep)
GCF_000262675.1,False,,Clean,Monoderm (Keep)
GCF_000270285.1,False,,Clean,Monoderm (Keep)
GCF_000270465.1,False,,Clean,Monoderm (Keep)
GCF_000265545.3,False,,Clean,Monoderm (Keep)
GCF_000245355.1,False,,Clean,Monoderm (Keep)
GCF_000263755.5,False,,Clean,Monoderm (Keep)
GCF_000270165.1,False,,Clean,Monoderm (Keep)
GCF_000259155.4,False,,Clean,Monoderm (Keep)
GCF_000269965.1,False,,Clean,Monoderm (Keep)
GCF_000258905.1,False,,Clean,Monoderm (Keep)
GCF_000259365.1,False,,Clean,Monoderm (Keep)
GCF_000253375.1,False,,Clean,Monoderm (Keep)
GCF_000250675.2,False,,Clean,Monoderm (Keep)
GCF_000258885.1,False,,Clean,Monoderm (Keep)
GCF_000271865.1,False,,Clean,Monoderm (Keep)
GCF_000270305.1,False,,Clean,Monoderm (Keep)
GCF_000277715.1,False,,Clean,Monoderm (Keep)
GCF_000270365.1,False,,Clean,Monoderm (Keep)
GCF_000262385.1,False,,Clean,Monoderm (Keep)
GCF_000262165.1,False,,Clean,Monoderm (Keep)
GCF_000276825.1,False,,Clean,Monoderm (Keep)
GCF_000258535.2,False,,Clean,Monoderm (Keep)
GCF_000277145.1,False,,Clean,Monoderm (Keep)
GCF_000261345.2,False,,Clean,Monoderm (Keep)
GCF_000271325.1,False,,Clean,Monoderm (Keep)
GCF_000270245.1,False,,Clean,Monoderm (Keep)
GCF_000277735.2,False,,Clean,Monoderm (Keep)
GCF_000266905.1,False,,Clean,Monoderm (Keep)
GCF_000277775.2,False,,Clean,Monoderm (Keep)
GCF_000269985.1,False,,Clean,Monoderm (Keep)
GCF_000277125.1,False,,Clean,Monoderm (Keep)
GCF_000281175.1,False,,Clean,Monoderm (Keep)
GCF_000292445.1,False,,Clean,Monoderm (Keep)
GCF_000292505.1,False,,Clean,Monoderm (Keep)
GCF_000286795.1,False,,Clean,Monoderm (Keep)
GCF_000292405.1,False,,Clean,Monoderm (Keep)
GCF_000286715.1,False,,Clean,Monoderm (Keep)
GCF_000292485.1,False,,Clean,Monoderm (Keep)
GCF_000286735.1,False,,Clean,Monoderm (Keep)
GCF_000286755.1,False,,Clean,Monoderm (Keep)
GCF_000286775.1,False,,Clean,Monoderm (Keep)
GCF_000286815.1,False,,Clean,Monoderm (Keep)
GCF_000286695.1,False,,Clean,Monoderm (Keep)
GCF_000286675.1,False,,Clean,Monoderm (Keep)
GCF_000280865.2,False,,Clean,Monoderm (Keep)
GCF_000283755.1,False,,Clean,Monoderm (Keep)
GCF_000281235.1,False,,Clean,Monoderm (Keep)
GCF_000284515.1,False,,Clean,Monoderm (Keep)
GCF_000284575.1,False,,Clean,Monoderm (Keep)
GCF_000284435.1,False,,Clean,Monoderm (Keep)
GCF_000294495.1,False,,Clean,Monoderm (Keep)
GCF_000284535.1,False,,Clean,Monoderm (Keep)
GCF_000300135.1,False,,Clean,Monoderm (Keep)
GCF_000283975.1,False,,Clean,Monoderm (Keep)
GCF_000299355.1,False,,Clean,Monoderm (Keep)
GCF_000298115.2,False,,Clean,Monoderm (Keep)
GCF_000281195.1,False,,Clean,Monoderm (Keep)
GCF_000292415.1,False,,Clean,Monoderm (Keep)
GCF_000292705.1,False,,Clean,Monoderm (Keep)
GCF_000304215.1,False,,Clean,Monoderm (Keep)
GCF_000292455.1,False,,Clean,Monoderm (Keep)
GCF_000298875.1,False,,Clean,Monoderm (Keep)
GCF_000283555.1,False,,Clean,Monoderm (Keep)
GCF_000306825.1,False,,Clean,Monoderm (Keep)
GCF_000305335.2,False,,Clean,Monoderm (Keep)
GCF_000299135.1,False,,Clean,Monoderm (Keep)
GCF_000306805.1,False,,Clean,Monoderm (Keep)
GCF_000299435.1,False,,Clean,Monoderm (Keep)
GCF_000302515.1,False,,Clean,Monoderm (Keep)
GCF_000283615.1,False,,Clean,Monoderm (Keep)
GCF_000299015.1,False,,Clean,Monoderm (Keep)
GCF_000307085.1,False,,Clean,Monoderm (Keep)
GCF_000305935.1,False,,Clean,Monoderm (Keep)
GCF_000305815.1,False,,Clean,Monoderm (Keep)
GCF_000307065.1,False,,Clean,Monoderm (Keep)
GCF_000307045.1,False,,Clean,Monoderm (Keep)
GCF_000296595.1,False,,Clean,Monoderm (Keep)
GCF_000305775.1,False,,Clean,Monoderm (Keep)
GCF_000307005.1,False,,Clean,Monoderm (Keep)
GCF_000306905.1,False,,Clean,Monoderm (Keep)
GCF_000307025.1,False,,Clean,Monoderm (Keep)
GCF_000306985.1,False,,Clean,Monoderm (Keep)
GCF_000299555.2,False,,Clean,Monoderm (Keep)
GCF_000293765.1,False,,Clean,Monoderm (Keep)
GCF_000283695.1,False,,Clean,Monoderm (Keep)
GCF_000284395.1,False,,Clean,Monoderm (Keep)
GCF_000284015.1,False,,Clean,Monoderm (Keep)
GCF_000298095.1,False,,Clean,Monoderm (Keep)
GCF_000307165.1,False,,Clean,Monoderm (Keep)
GCF_000284035.1,False,,Clean,Monoderm (Keep)
GCF_000294515.1,False,,Clean,Monoderm (Keep)
GCF_000283295.1,False,,Clean,Monoderm (Keep)
GCF_000294775.2,False,,Clean,Monoderm (Keep)
GCF_000307585.2,False,,Clean,Monoderm (Keep)
GCF_000307185.1,False,,Clean,Monoderm (Keep)
GCF_000296715.2,False,,Clean,Monoderm (Keep)
GCF_000307125.1,False,,Clean,Monoderm (Keep)
GCF_000307535.1,False,,Clean,Monoderm (Keep)
GCF_000295695.2,False,,Clean,Monoderm (Keep)
GCF_000306785.1,False,,Clean,Monoderm (Keep)
GCF_000284295.1,False,,Clean,Monoderm (Keep)
GCF_000297155.3,False,,Clean,Monoderm (Keep)
GCF_000306745.1,False,,Clean,Monoderm (Keep)
GCF_000307615.1,False,,Clean,Monoderm (Keep)
GCF_000312685.1,False,,Clean,Monoderm (Keep)
GCF_000331085.3,False,,Clean,Monoderm (Keep)
GCF_000318035.1,False,,Clean,Monoderm (Keep)
GCF_000319655.2,False,,Clean,Monoderm (Keep)
GCF_000327395.2,False,,Clean,Monoderm (Keep)
GCF_000319675.2,False,,Clean,Monoderm (Keep)
GCF_000328725.1,False,,Clean,Monoderm (Keep)
GCF_000341655.1,False,,Clean,Monoderm (Keep)
GCF_000317855.1,False,,Clean,Monoderm (Keep)
GCF_000317915.1,False,,Clean,Monoderm (Keep)
GCF_000310065.1,False,,Clean,Monoderm (Keep)
GCF_000317975.2,False,,Clean,Monoderm (Keep)
GCF_000317305.3,False,,Clean,Monoderm (Keep)
GCF_000282715.1,False,,Clean,Monoderm (Keep)
GCF_000387745.2,False,,Clean,Monoderm (Keep)
GCF_000391485.2,False,,Clean,Monoderm (Keep)
GCF_000376625.1,False,,Clean,Monoderm (Keep)
GCF_000338115.2,False,,Clean,Monoderm (Keep)
GCF_000376705.1,False,,Clean,Monoderm (Keep)
GCF_000359625.1,False,,Clean,Monoderm (Keep)
GCF_000382965.1,False,,Clean,Monoderm (Keep)
GCF_000382985.1,False,,Clean,Monoderm (Keep)
GCF_000328545.1,False,,Clean,Monoderm (Keep)
GCF_000341695.1,False,,Clean,Monoderm (Keep)
GCF_000341345.1,False,,Clean,Monoderm (Keep)
GCF_000336405.1,False,,Clean,Monoderm (Keep)
GCF_000364205.2,False,,Clean,Monoderm (Keep)
GCF_000389675.2,False,,Clean,Monoderm (Keep)
GCF_000344785.1,False,,Clean,Monoderm (Keep)
GCF_000383005.1,False,,Clean,Monoderm (Keep)
GCF_000385925.1,False,,Clean,Monoderm (Keep)
GCF_000349925.2,False,,Clean,Monoderm (Keep)
GCF_000347695.1,False,,Clean,Monoderm (Keep)
GCF_000367205.1,False,,Clean,Monoderm (Keep)
GCF_000318055.1,False,,Clean,Monoderm (Keep)
GCF_000349885.2,False,,Clean,Monoderm (Keep)
GCF_000344765.1,False,,Clean,Monoderm (Keep)
GCF_000331995.1,False,,Clean,Monoderm (Keep)
GCF_000382905.1,False,,Clean,Monoderm (Keep)
GCF_000338095.1,False,,Clean,Monoderm (Keep)
GCF_000364165.2,False,,Clean,Monoderm (Keep)
GCF_000344575.1,False,,Clean,Monoderm (Keep)
GCF_000328765.2,False,,Clean,Monoderm (Keep)
GCF_000328625.1,True,1.9e-48,HALHA_RS11965,Diderm (Exclude)
GCF_000336445.1,False,,Clean,Monoderm (Keep)
GCF_000338715.2,False,,Clean,Monoderm (Keep)
GCF_000321395.1,False,,Clean,Monoderm (Keep)
GCF_000348785.1,False,,Clean,Monoderm (Keep)
GCF_000355695.1,False,,Clean,Monoderm (Keep)
GCF_000349795.1,False,,Clean,Monoderm (Keep)
GCF_000340435.2,False,,Clean,Monoderm (Keep)
GCF_000338735.1,False,,Clean,Monoderm (Keep)
GCF_000350205.1,False,,Clean,Monoderm (Keep)
GCF_000319475.1,False,,Clean,Monoderm (Keep)
GCF_000341875.1,False,,Clean,Monoderm (Keep)
GCF_000397185.1,False,,Clean,Monoderm (Keep)
GCF_000392485.3,False,,Clean,Monoderm (Keep)
GCF_000334875.3,False,,Clean,Monoderm (Keep)
GCF_000338755.1,False,,Clean,Monoderm (Keep)
GCF_000390245.1,False,,Clean,Monoderm (Keep)
GCF_000397165.1,False,,Clean,Monoderm (Keep)
GCF_000340885.1,False,,Clean,Monoderm (Keep)
GCF_000341665.1,False,,Clean,Monoderm (Keep)
GCF_000328565.1,False,,Clean,Monoderm (Keep)
GCF_000331445.1,False,,Clean,Monoderm (Keep)
GCF_000344745.1,False,,Clean,Monoderm (Keep)
GCF_000331165.2,False,,Clean,Monoderm (Keep)
GCF_000389635.1,False,,Clean,Monoderm (Keep)
GCF_000359525.1,False,,Clean,Monoderm (Keep)
GCF_000390085.1,False,,Clean,Monoderm (Keep)
GCF_000364805.1,False,,Clean,Monoderm (Keep)
GCF_000385945.1,False,,Clean,Monoderm (Keep)
GCF_000328705.1,False,,Clean,Monoderm (Keep)
GCF_000400935.1,False,,Clean,Monoderm (Keep)
GCF_000400855.1,False,,Clean,Monoderm (Keep)
GCF_000400955.1,False,,Clean,Monoderm (Keep)
GCF_000340845.1,False,,Clean,Monoderm (Keep)
GCF_000331185.2,False,,Clean,Monoderm (Keep)
GCF_000400615.1,False,,Clean,Monoderm (Keep)
GCF_000389965.1,False,,Clean,Monoderm (Keep)
GCF_000427215.1,False,,Clean,Monoderm (Keep)
GCF_000439455.1,False,,Clean,Monoderm (Keep)
GCF_000439435.1,False,,Clean,Monoderm (Keep)
GCF_000410995.1,False,,Clean,Monoderm (Keep)
GCF_000439915.2,False,,Clean,Monoderm (Keep)
GCF_000442645.1,False,,Clean,Monoderm (Keep)
GCF_000412205.1,False,,Clean,Monoderm (Keep)
GCF_000438685.2,False,,Clean,Monoderm (Keep)
GCF_000438725.2,False,,Clean,Monoderm (Keep)
GCF_000463055.1,False,,Clean,Monoderm (Keep)
GCF_000438585.1,False,,Clean,Monoderm (Keep)
GCF_000444405.1,False,,Clean,Monoderm (Keep)
GCF_000438705.2,False,,Clean,Monoderm (Keep)
GCF_000418515.1,False,,Clean,Monoderm (Keep)
GCF_000438745.2,False,,Clean,Monoderm (Keep)
GCF_000445995.2,False,,Clean,Monoderm (Keep)
GCF_000422045.1,False,,Clean,Monoderm (Keep)
GCF_000448685.2,False,,Clean,Monoderm (Keep)
GCF_000404205.1,False,,Clean,Monoderm (Keep)
GCF_000463395.1,False,,Clean,Monoderm (Keep)
GCF_000463445.1,False,,Clean,Monoderm (Keep)
GCF_000400635.2,False,,Clean,Monoderm (Keep)
GCF_000414215.1,False,,Clean,Monoderm (Keep)
GCF_000463355.1,False,,Clean,Monoderm (Keep)
GCF_000439275.1,False,,Clean,Monoderm (Keep)
GCF_000427075.1,False,,Clean,Monoderm (Keep)
GCF_000463465.1,False,,Clean,Monoderm (Keep)
GCF_000463425.1,False,,Clean,Monoderm (Keep)
GCF_000427035.1,False,,Clean,Monoderm (Keep)
GCF_000441535.1,False,,Clean,Monoderm (Keep)
GCF_000463385.1,False,,Clean,Monoderm (Keep)
GCF_000418475.1,False,,Clean,Monoderm (Keep)
GCF_000438625.1,False,,Clean,Monoderm (Keep)
GCF_000438605.1,False,,Clean,Monoderm (Keep)
GCF_000438645.1,False,,Clean,Monoderm (Keep)
GCF_000445015.1,False,,Clean,Monoderm (Keep)
GCF_000418365.1,False,,Clean,Monoderm (Keep)
GCF_000404145.1,False,,Clean,Monoderm (Keep)
GCF_000452385.2,False,,Clean,Monoderm (Keep)
GCF_000418495.1,False,,Clean,Monoderm (Keep)
GCF_000462955.1,False,,Clean,Monoderm (Keep)
GCF_000438665.2,False,,Clean,Monoderm (Keep)
GCF_000404185.1,False,,Clean,Monoderm (Keep)
GCF_000422125.1,False,,Clean,Monoderm (Keep)
GCF_000412775.1,False,,Clean,Monoderm (Keep)
GCF_000455585.1,False,,Clean,Monoderm (Keep)
GCF_000408885.1,False,,Clean,Monoderm (Keep)
GCF_000466785.3,False,,Clean,Monoderm (Keep)
GCF_000477415.1,False,,Clean,Monoderm (Keep)
GCF_000466885.3,False,,Clean,Monoderm (Keep)
GCF_000418345.1,False,,Clean,Monoderm (Keep)
GCF_000445035.1,False,,Clean,Monoderm (Keep)
GCF_000418535.1,False,,Clean,Monoderm (Keep)
GCF_000463505.1,False,,Clean,Monoderm (Keep)
GCF_000454045.1,False,,Clean,Monoderm (Keep)
GCF_000412265.2,False,,Clean,Monoderm (Keep)
GCF_000468955.1,False,,Clean,Monoderm (Keep)
GCF_000470845.1,False,,Clean,Monoderm (Keep)
GCF_000455565.1,False,,Clean,Monoderm (Keep)
GCF_000478255.1,False,,Clean,Monoderm (Keep)
GCF_000471985.1,False,,Clean,Monoderm (Keep)
GCF_000471945.1,False,,Clean,Monoderm (Keep)
GCF_000444875.1,False,,Clean,Monoderm (Keep)
GCF_000470775.1,False,,Clean,Monoderm (Keep)
GCF_000470865.1,False,,Clean,Monoderm (Keep)
GCF_000465465.2,False,,Clean,Monoderm (Keep)
GCF_000469135.2,False,,Clean,Monoderm (Keep)
GCF_000466905.3,False,,Clean,Monoderm (Keep)
GCF_000478885.1,False,,Clean,Monoderm (Keep)
GCF_000508245.1,False,,Clean,Monoderm (Keep)
GCF_000524555.1,False,,Clean,Monoderm (Keep)
GCF_000568455.1,False,,Clean,Monoderm (Keep)
GCF_000565175.1,False,,Clean,Monoderm (Keep)
GCF_000479355.1,False,,Clean,Monoderm (Keep)
GCF_000504125.1,False,,Clean,Monoderm (Keep)
GCF_000534935.2,False,,Clean,Monoderm (Keep)
GCF_000511405.1,False,,Clean,Monoderm (Keep)
GCF_000493735.1,False,,Clean,Monoderm (Keep)
GCF_000512835.2,False,,Clean,Monoderm (Keep)
GCF_000550785.1,False,,Clean,Monoderm (Keep)
GCF_000565195.1,False,,Clean,Monoderm (Keep)
GCF_000500935.1,False,,Clean,Monoderm (Keep)
GCF_000493375.1,False,,Clean,Monoderm (Keep)
GCF_000565215.1,False,,Clean,Monoderm (Keep)
GCF_000485885.1,False,,Clean,Monoderm (Keep)
GCF_000517365.1,False,,Clean,Monoderm (Keep)
GCF_000484505.2,False,,Clean,Monoderm (Keep)
GCF_000499365.1,False,,Clean,Monoderm (Keep)
GCF_000512775.2,False,,Clean,Monoderm (Keep)
GCF_000496285.1,False,,Clean,Monoderm (Keep)
GCF_000511305.1,False,,Clean,Monoderm (Keep)
GCF_000525715.1,False,,Clean,Monoderm (Keep)
GCF_000512955.1,False,,Clean,Monoderm (Keep)
GCF_000569075.1,False,,Clean,Monoderm (Keep)
GCF_000498675.1,False,,Clean,Monoderm (Keep)
GCF_000494895.1,False,,Clean,Monoderm (Keep)
GCF_000497525.1,False,,Clean,Monoderm (Keep)
GCF_000495635.2,False,,Clean,Monoderm (Keep)
GCF_000478925.1,False,,Clean,Monoderm (Keep)
GCF_000568955.1,False,,Clean,Monoderm (Keep)
GCF_000496265.1,False,,Clean,Monoderm (Keep)
GCF_000568975.1,False,,Clean,Monoderm (Keep)
GCF_000512895.1,False,,Clean,Monoderm (Keep)
GCF_000569035.1,False,,Clean,Monoderm (Keep)
GCF_000479315.1,False,,Clean,Monoderm (Keep)
GCF_000569055.1,False,,Clean,Monoderm (Keep)
GCF_000479335.1,False,,Clean,Monoderm (Keep)
GCF_000494875.1,False,,Clean,Monoderm (Keep)
GCF_000569015.1,False,,Clean,Monoderm (Keep)
GCF_000513655.1,False,,Clean,Monoderm (Keep)
GCF_000513635.1,False,,Clean,Monoderm (Keep)
GCF_000565155.1,False,,Clean,Monoderm (Keep)
GCF_000496635.1,False,,Clean,Monoderm (Keep)
GCF_000499805.2,False,,Clean,Monoderm (Keep)
GCF_000513675.1,False,,Clean,Monoderm (Keep)
GCF_000568935.1,False,,Clean,Monoderm (Keep)
GCF_000513595.1,False,,Clean,Monoderm (Keep)
GCF_000513615.1,False,,Clean,Monoderm (Keep)
GCF_000568475.1,False,,Clean,Monoderm (Keep)
GCF_000550745.1,False,,Clean,Monoderm (Keep)
GCF_000513695.1,False,,Clean,Monoderm (Keep)
GCF_000550805.1,False,,Clean,Monoderm (Keep)
GCF_000497485.1,False,,Clean,Monoderm (Keep)
GCF_000508265.1,False,,Clean,Monoderm (Keep)
GCF_000473245.1,False,,Clean,Monoderm (Keep)
GCF_000572155.1,False,,Clean,Monoderm (Keep)
GCF_000473995.1,False,,Clean,Monoderm (Keep)
GCF_000523045.1,False,,Clean,Monoderm (Keep)
GCF_000572175.1,False,,Clean,Monoderm (Keep)
GCF_000494835.1,False,,Clean,Monoderm (Keep)
GCF_000572125.1,False,,Clean,Monoderm (Keep)
GCF_000497265.2,False,,Clean,Monoderm (Keep)
GCF_000508125.2,False,,Clean,Monoderm (Keep)
GCF_000506785.4,False,,Clean,Monoderm (Keep)
GCF_000507205.3,False,,Clean,Monoderm (Keep)
GCF_000494755.1,False,,Clean,Monoderm (Keep)
GCF_000454025.1,False,,Clean,Monoderm (Keep)
GCF_000597965.1,False,,Clean,Monoderm (Keep)
GCF_000582535.1,False,,Clean,Monoderm (Keep)
GCF_000590555.1,False,,Clean,Monoderm (Keep)
GCF_000582845.1,False,,Clean,Monoderm (Keep)
GCF_000577745.1,False,,Clean,Monoderm (Keep)
GCF_000577895.1,False,,Clean,Monoderm (Keep)
GCF_000597865.1,False,,Clean,Monoderm (Keep)
GCF_000572195.1,False,,Clean,Monoderm (Keep)
GCF_000583065.1,False,,Clean,Monoderm (Keep)
GCF_000523235.1,False,,Clean,Monoderm (Keep)
GCF_000695835.1,False,,Clean,Monoderm (Keep)
GCF_000696015.1,False,,Clean,Monoderm (Keep)
GCF_000732905.1,False,,Clean,Monoderm (Keep)
GCF_000583105.1,False,,Clean,Monoderm (Keep)
GCF_000525635.1,False,,Clean,Monoderm (Keep)
GCF_000706765.1,False,,Clean,Monoderm (Keep)
GCF_000723465.1,False,,Clean,Monoderm (Keep)
GCF_000737305.2,False,,Clean,Monoderm (Keep)
GCF_000613085.1,False,,Clean,Monoderm (Keep)
GCF_000626675.1,False,,Clean,Monoderm (Keep)
GCF_000661895.1,False,,Clean,Monoderm (Keep)
GCF_000695215.1,False,,Clean,Monoderm (Keep)
GCF_000696505.1,False,,Clean,Monoderm (Keep)
GCF_000725365.1,False,,Clean,Monoderm (Keep)
GCF_000733995.1,False,,Clean,Monoderm (Keep)
GCF_000709435.1,False,,Clean,Monoderm (Keep)
GCF_000737615.1,False,,Clean,Monoderm (Keep)
GCF_000732945.1,False,,Clean,Monoderm (Keep)
GCF_000737885.1,False,,Clean,Monoderm (Keep)
GCF_000604105.1,False,,Clean,Monoderm (Keep)
GCF_000600105.1,False,,Clean,Monoderm (Keep)
GCF_000737555.1,False,,Clean,Monoderm (Keep)
GCF_000732425.1,False,,Clean,Monoderm (Keep)
GCF_000725405.1,False,,Clean,Monoderm (Keep)
GCF_000689235.1,False,,Clean,Monoderm (Keep)
GCF_000706665.1,False,,Clean,Monoderm (Keep)
GCF_000709415.1,False,,Clean,Monoderm (Keep)
GCF_000724485.1,False,,Clean,Monoderm (Keep)
GCF_000722765.2,False,,Clean,Monoderm (Keep)
GCF_000681515.2,False,,Clean,Monoderm (Keep)
GCF_000706685.1,False,,Clean,Monoderm (Keep)
GCF_000725285.1,False,,Clean,Monoderm (Keep)
GCF_000695895.1,False,,Clean,Monoderm (Keep)
GCF_000699505.1,False,,Clean,Monoderm (Keep)
GCF_000688795.1,False,,Clean,Monoderm (Keep)
GCF_000732355.1,False,,Clean,Monoderm (Keep)
GCF_000725325.1,False,,Clean,Monoderm (Keep)
GCF_000730365.1,False,,Clean,Monoderm (Keep)
