"","dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus"
"134","GCF_045040885.1_NZ_CP108304.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040885.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"135","GCF_045160325.1_NZ_CP108306.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160325.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"136","GCF_045041255.1_NZ_CP108235.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041255.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"137","GCF_036345035.1_NZ_CP107755.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345035.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"138","GCF_018128905.1_NZ_CP063808.1.region006",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018128905.1\index.html","#r1c6","NI-siderophore","0",0,"Streptomyces"
"139","GCF_045207405.1_NZ_CP108818.1.region019",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207405.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces"
"140","GCF_045207465.1_NZ_CP108797.1.region020",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207465.1\index.html","#r1c20","NI-siderophore","0",0,"Streptomyces"
"141","GCF_045206245.1_NZ_CP108179.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206245.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"142","GCF_045041285.1_NZ_CP108227.1.region013",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041285.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces"
"143","GCF_045041025.1_NZ_CP108299.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041025.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"144","GCF_041435015.1_NZ_CP107989.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041435015.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"145","GCF_036110805.1_NZ_CP107986.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036110805.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"146","GCF_045162685.1_NZ_CP108709.1.region019",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162685.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces"
"147","GCF_036177905.1_NZ_CP108065.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036177905.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"148","GCF_045040845.1_NZ_CP108322.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040845.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"149","GCF_045206945.1_NZ_CP107733.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206945.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"150","GCF_045207135.1_NZ_CP109050.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207135.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"151","GCF_045207065.1_NZ_CP107730.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207065.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"152","GCF_045160145.1_NZ_CP108321.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160145.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"153","GCF_045039975.1_NZ_CP109574.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039975.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"154","GCF_045207015.1_NZ_CP107731.1.region015",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207015.1\index.html","#r1c15","NI-siderophore","0",0,"Streptomyces"
"155","GCF_032927875.1_NZ_CP136667.1.region020",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_032927875.1\index.html","#r1c20","NI-siderophore","0",0,"Streptomyces"
"156","GCF_021496485.1_NZ_CP052033.1.region013",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021496485.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces"
"157","GCF_021496465.1_NZ_CP052032.1.region013",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021496465.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces"
"158","GCF_000444875.1_NC_021985.1.region022",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000444875.1\index.html","#r1c22","NI-siderophore","0",0,"Streptomyces"
"159","GCF_000245355.1_NC_017765.1.region027",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000245355.1\index.html","#r1c27","NI-siderophore","0",0,"Streptomyces"
"160","GCF_000340845.1_NC_020895.1.region026",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000340845.1\index.html","#r1c26","NI-siderophore","0",0,"Streptomyces"
"161","GCF_001447075.1_NZ_CP013219.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001447075.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"162","GCF_036345155.1_NZ_CP107772.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345155.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"163","GCF_041435115.1_NZ_CP108046.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041435115.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"164","GCF_036345095.1_NZ_CP107765.1.region009",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345095.1\index.html","#r1c9","NI-siderophore","0",0,"Streptomyces"
"165","GCF_004104505.1_NZ_CP028834.1.region011",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_004104505.1\index.html","#r1c11","NI-siderophore","0",0,"Streptomyces"
"166","GCF_021441825.1_NZ_CP090447.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021441825.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"167","GCF_009184865.1_NZ_CP045096.1.region021",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009184865.1\index.html","#r1c21","NI-siderophore","0",0,"Streptomyces"
"168","GCF_045040105.1_NZ_CP109551.1.region025",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040105.1\index.html","#r1c25","NI-siderophore","0",0,"Streptomyces"
"169","GCF_036013955.1_NZ_CP107903.1.region019",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036013955.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces"
"170","GCF_041435135.1_NZ_CP108059.1.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041435135.1\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"171","GCF_045040495.1_NZ_CP109391.1.region021",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040495.1\index.html","#r1c21","NI-siderophore","0",0,"Streptomyces"
"172","GCF_036227485.1_NZ_CP109479.1.region008",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227485.1\index.html","#r1c8","NI-siderophore","0",0,"Streptomyces"
"173","GCF_036345175.1_NZ_CP107780.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345175.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"174","GCF_021545335.1_NZ_CP089312.1.region010",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021545335.1\index.html","#r1c10","NI-siderophore","0",0,"Streptomyces"
"175","GCF_045041225.1_NZ_CP108243.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041225.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"176","GCF_000761215.1_NZ_CP009438.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000761215.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"177","GCF_035917575.1_NZ_CP109090.1.region010",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917575.1\index.html","#r1c10","NI-siderophore","0",0,"Streptomyces"
"178","GCF_041053045.1_NZ_CP163441.1.region019",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041053045.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces"
"179","GCF_013046785.1_NZ_CP053189.1.region011",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013046785.1\index.html","#r1c11","NI-siderophore","0",0,"Streptomyces"
"180","GCF_017526105.1_NZ_CP071839.1.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_017526105.1\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"181","GCF_019703895.1_NZ_AP024135.1.region015",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_019703895.1\index.html","#r1c15","NI-siderophore","0",0,"Streptomyces"
"182","GCF_011820545.1_NZ_CP050504.1.region025",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011820545.1\index.html","#r1c25","NI-siderophore","0",0,"Streptomyces"
"183","GCF_036347055.1_NZ_CP108882.1.region013",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347055.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces"
"184","GCF_004328625.1_NZ_CP032229.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_004328625.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"185","GCF_045039805.1_NZ_CP108609.1.region009",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039805.1\index.html","#r1c9","NI-siderophore","0",0,"Streptomyces"
"186","GCF_022846655.1_NZ_AP025667.1.region019",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022846655.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces"
"187","GCF_036208025.1_NZ_CP109314.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036208025.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"188","GCF_036345235.1_NZ_CP107784.1.region010",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345235.1\index.html","#r1c10","NI-siderophore","0",0,"Streptomyces"
"189","GCF_003675325.1_NZ_CP033073.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003675325.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"190","GCF_027625935.1_NZ_CP115300.1.region009",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027625935.1\index.html","#r1c9","NI-siderophore","0",0,"Streptomyces"
"191","GCF_009796285.1_NZ_CP047020.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009796285.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"192","GCF_001636945.2_NZ_CP119133.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001636945.2\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"193","GCF_001735805.1_NZ_CP017248.1.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001735805.1\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"194","GCF_036345995.1_NZ_CP107796.1.region013",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345995.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces"
"195","GCF_000816465.3_NZ_CP022433.1.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000816465.3\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"196","GCF_000802245.2_NZ_CP021080.1.region016",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000802245.2\index.html","#r1c16","NI-siderophore","0",0,"Streptomyces"
"197","GCF_025642175.1_NZ_CP106795.1.region016",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_025642175.1\index.html","#r1c16","NI-siderophore","0",0,"Streptomyces"
"198","GCF_025642155.1_NZ_CP106798.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_025642155.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"199","GCF_012044595.1_NZ_CP050692.1.region015",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_012044595.1\index.html","#r1c15","NI-siderophore","0",0,"Streptomyces"
"200","GCF_015160875.1_NZ_CP063374.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_015160875.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"201","GCF_001484565.1_NZ_CP013743.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001484565.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"202","GCF_003208035.1_NZ_CP029788.1.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003208035.1\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"203","GCF_003032475.1_NZ_CP028369.1.region002",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003032475.1\index.html","#r1c2","NI-siderophore","0",0,"Streptomyces"
"204","GCF_036030735.1_NZ_CP107928.1.region013",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036030735.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces"
"205","GCF_001013905.1_NZ_LN831790.1.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001013905.1\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"206","GCF_000931445.1_NZ_CP010849.1.region020",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000931445.1\index.html","#r1c20","NI-siderophore","0",0,"Streptomyces"
"207","GCF_036226605.1_NZ_CP109000.1.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226605.1\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"208","GCF_040782645.1_NZ_CP160403.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_040782645.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"209","GCF_036345115.1_NZ_CP107766.1.region008",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345115.1\index.html","#r1c8","NI-siderophore","0",0,"Streptomyces"
"210","GCF_036173105.1_NZ_CP108053.1.region025",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036173105.1\index.html","#r1c25","NI-siderophore","0",0,"Streptomyces"
"211","GCF_019599145.1_NZ_CP080647.1.region011",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_019599145.1\index.html","#r1c11","NI-siderophore","0",0,"Streptomyces"
"212","GCF_036345055.1_NZ_CP107762.1.region019",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345055.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces"
"213","GCF_028198125.1_NZ_CP116353.1.region019",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028198125.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces"
"214","GCF_013375055.1_NZ_CP056041.1.region019",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013375055.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces"
"215","GCF_008704715.1_NZ_CP023689.1.region016",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008704715.1\index.html","#r1c16","NI-siderophore","0",0,"Streptomyces"
"216","GCF_036010565.1_NZ_CP108114.1.region022",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010565.1\index.html","#r1c22","NI-siderophore","0",0,"Streptomyces"
"217","GCF_008704995.1_NZ_CP023747.1.region013",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008704995.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces"
"218","GCF_017352335.1_NZ_CP071465.1.region011",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_017352335.1\index.html","#r1c11","NI-siderophore","0",0,"Streptomyces"
"219","GCF_025642135.1_NZ_CP106793.1.region016",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_025642135.1\index.html","#r1c16","NI-siderophore","0",0,"Streptomyces"
"220","GCF_000009765.2_NC_003155.5.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000009765.2\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"221","GCF_003963535.1_NZ_CP034539.1.region022",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003963535.1\index.html","#r1c22","NI-siderophore","0",0,"Streptomyces"
"222","GCF_036173125.1_NZ_CP108054.1.region005",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036173125.1\index.html","#r1c5","NI-siderophore","0",0,"Streptomyces"
"223","GCF_037940415.1_NZ_CP149798.1.region008",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037940415.1\index.html","#r1c8","NI-siderophore","0",0,"Streptomyces"
"224","GCF_006516935.1_NZ_CP041168.1.region015",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_006516935.1\index.html","#r1c15","NI-siderophore","0",0,"Streptomyces"
"225","GCF_036226705.1_NZ_CP109011.1.region022",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226705.1\index.html","#r1c22","NI-siderophore","0",0,"Streptomyces"
"226","GCF_036226845.1_NZ_CP109024.1.region014",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226845.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces"
"227","GCF_036243435.1_NZ_CP108992.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036243435.1\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
"228","GCF_036226905.1_NZ_CP109030.1.region020",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226905.1\index.html","#r1c20","NI-siderophore","0",0,"Streptomyces"
"229","GCF_035918175.1_NZ_CP109335.1.region016",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918175.1\index.html","#r1c16","NI-siderophore","0",0,"Streptomyces"
"230","GCF_036227285.1_NZ_CP109447.1.region020",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227285.1\index.html","#r1c20","NI-siderophore","0",0,"Streptomyces"
"231","GCF_036197725.1_NZ_CP108105.1.region019",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036197725.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces"
"232","GCF_036237135.1_NZ_CP108346.1.region011",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237135.1\index.html","#r1c11","NI-siderophore","0",0,"Streptomyces"
"233","GCF_036226545.1_NZ_CP108995.1.region015",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226545.1\index.html","#r1c15","NI-siderophore","0",0,"Streptomyces"
"234","GCF_036174265.1_NZ_CP108055.1.region021",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036174265.1\index.html","#r1c21","NI-siderophore","0",0,"Streptomyces"
"235","GCF_003443735.1_NZ_CP031969.1.region011",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003443735.1\index.html","#r1c11","NI-siderophore","0",0,"Streptomyces"
"236","GCF_003074055.1_NZ_CP029043.1.region010",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003074055.1\index.html","#r1c10","NI-siderophore","0",0,"Streptomyces"
"237","GCF_037413555.1_NZ_CP147865.1.region010",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037413555.1\index.html","#r1c10","NI-siderophore","0",0,"Streptomyces"
"238","GCF_045206335.1_NZ_CP108125.1.region010",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206335.1\index.html","#r1c10","NI-siderophore","0",0,"Streptomyces"
"239","GCF_036226885.1_NZ_CP109027.1.region010",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226885.1\index.html","#r1c10","NI-siderophore","0",0,"Streptomyces"
"240","GCF_036013645.1_NZ_CP107869.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036013645.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"241","GCF_035989285.1_NZ_CP108513.1.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035989285.1\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"242","GCF_013085465.1_NZ_CP049838.1.region017",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013085465.1\index.html","#r1c17","NI-siderophore","0",0,"Streptomyces"
"243","GCF_035983595.1_NZ_CP130718.1.region018",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035983595.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"244","GCF_036227125.1_NZ_CP109435.1.region024",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227125.1\index.html","#r1c24","NI-siderophore","0",0,"Streptomyces"
"245","GCF_014852565.2_NZ_CP119182.1.region012",2,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014852565.2\index.html","#r1c12","NI-siderophore","0",0,"Streptomyces"
