Unnamed: 0,X,dataname,syn_group,html_path,region_name,syn_type,Most.similar.known.cluster,Similarity,Genus,strainName,folder_path,BGC_number,version,gbk_path,definition,length,topology
53,53,GCF_036189065.1_NZ_CP108325.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036189065.1\index.html,#r1c9,NI-siderophore,0,0.0,Streptomyces,GCF_036189065.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036189065.1\,24,NZ_CP108325.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036189065.1\GCF_036189065.1.gbk,"Streptomyces jietaisiensis strain NBC_00522 chromosome, complete genome.",7520670,linear
54,54,GCF_036224405.1_NZ_CP108330.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036224405.1\index.html,#r1c9,NI-siderophore,0,0.0,Streptomyces,GCF_036224405.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036224405.1\,24,NZ_CP108330.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036224405.1\GCF_036224405.1.gbk,"Streptomyces jietaisiensis strain NBC_00489 chromosome, complete genome.",7531893,linear
55,55,GCF_036190545.1_NZ_CP108329.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036190545.1\index.html,#r1c9,NI-siderophore,0,0.0,Streptomyces,GCF_036190545.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036190545.1\,24,NZ_CP108329.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036190545.1\GCF_036190545.1.gbk,"Streptomyces jietaisiensis strain NBC_00504 chromosome, complete genome.",7637261,linear
56,56,GCF_036226185.1_NZ_CP108343.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226185.1\index.html,#r1c9,NI-siderophore,0,0.0,Streptomyces,GCF_036226185.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226185.1\,26,NZ_CP108343.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226185.1\GCF_036226185.1.gbk,"Streptomyces jietaisiensis strain NBC_00478 chromosome, complete genome.",7646405,linear
57,57,GCF_041439005.1_NZ_CP109581.1.region010,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041439005.1\index.html,#r1c10,NI-siderophore,0,0.0,Streptomyces,GCF_041439005.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041439005.1\,25,NZ_CP109581.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041439005.1\GCF_041439005.1.gbk,"Streptomyces griseoaurantiacus strain NBC_01366 chromosome, complete genome.",7654876,linear
58,58,GCF_037099765.1_NZ_CP146837.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037099765.1\index.html,#r1c9,NI-siderophore,0,0.0,Streptomyces,GCF_037099765.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037099765.1\,23,NZ_CP146837.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037099765.1\GCF_037099765.1.gbk,"Streptomyces griseoaurantiacus strain XQ-29 chromosome, complete genome.",7487263,linear
59,59,GCF_036347095.1_NZ_CP108895.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347095.1\index.html,#r1c16,NI-siderophore,0,0.0,Streptomyces,GCF_036347095.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347095.1\,24,NZ_CP108895.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347095.1\GCF_036347095.1.gbk,"Streptomyces jietaisiensis strain NBC_00805 chromosome, complete genome.",7415499,linear
60,60,GCF_028885415.1_NZ_CP118527.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028885415.1\index.html,#r1c19,NI-siderophore,0,0.0,Streptomyces,GCF_028885415.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028885415.1\,27,NZ_CP118527.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028885415.1\GCF_028885415.1.gbk,"Streptomyces coeruleorubidus strain DM isolate Shanghai chromosome, complete genome.",9411092,linear
61,61,GCF_022807935.1_NZ_CP094344.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022807935.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_022807935.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022807935.1\,32,NZ_CP094344.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022807935.1\GCF_022807935.1.gbk,"Streptomyces sp. HP-A2021 chromosome, complete genome.",9607552,linear
62,62,GCF_006716135.1_NZ_CP022310.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_006716135.1\index.html,#r1c13,NI-siderophore,0,0.0,Streptomyces,GCF_006716135.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_006716135.1\,32,NZ_CP022310.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_006716135.1\GCF_006716135.1.gbk,"Streptomyces calvus strain DSM 41452 chromosome, complete genome.",7766581,linear
63,63,GCF_044590125.1_NZ_CP172447.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044590125.1\index.html,#r1c18,NI-siderophore,0,0.0,Streptomyces,GCF_044590125.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044590125.1\,30,NZ_CP172447.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044590125.1\GCF_044590125.1.gbk,"Streptomyces sp. BBFR25 chromosome, complete genome.",8764166,linear
64,64,GCF_045039985.1_NZ_CP109571.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039985.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_045039985.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039985.1\,28,NZ_CP109571.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039985.1\GCF_045039985.1.gbk,"Streptomyces anthocyanicus strain NBC_01372 chromosome, complete genome.",8344052,linear
65,65,GCF_045276945.1_NZ_CP109242.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045276945.1\index.html,#r1c12,NI-siderophore,0,0.0,Streptomyces,GCF_045276945.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045276945.1\,25,NZ_CP109242.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045276945.1\GCF_045276945.1.gbk,"Streptomyces anthocyanicus strain NBC 01662 chromosome, complete genome.",8651515,linear
66,66,GCF_045209725.1_NZ_CP109275.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209725.1\index.html,#r1c12,NI-siderophore,0,0.0,Streptomyces,GCF_045209725.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209725.1\,28,NZ_CP109275.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209725.1\GCF_045209725.1.gbk,"Streptomyces anthocyanicus strain NBC 01636 chromosome, complete genome.",8678397,linear
67,67,GCF_045206015.1_NZ_CP108200.1.region015,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206015.1\index.html,#r1c15,NI-siderophore,0,0.0,Streptomyces,GCF_045206015.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206015.1\,28,NZ_CP108200.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206015.1\GCF_045206015.1.gbk,"Streptomyces anthocyanicus strain NBC_00116 chromosome, complete genome.",8505006,linear
68,68,GCF_035917655.1_NZ_CP109102.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917655.1\index.html,#r1c12,NI-siderophore,0,0.0,Streptomyces,GCF_035917655.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917655.1\,26,NZ_CP109102.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917655.1\GCF_035917655.1.gbk,"Streptomyces anthocyanicus strain NBC 01777 chromosome, complete genome.",8677221,linear
69,69,GCF_033406955.1_NZ_CP137734.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033406955.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_033406955.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033406955.1\,25,NZ_CP137734.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033406955.1\GCF_033406955.1.gbk,"Streptomyces violaceoruber strain CGMCC 4.1801 chromosome, complete genome.",8629698,linear
70,70,GCF_003369795.1_NZ_CP026730.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003369795.1\index.html,#r1c12,NI-siderophore,0,0.0,Streptomyces,GCF_003369795.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003369795.1\,21,NZ_CP026730.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003369795.1\GCF_003369795.1.gbk,"Streptomyces sp. CB09001 chromosome, complete genome.",7787608,linear
71,71,GCF_046628145.1_NZ_CP176874.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_046628145.1\index.html,#r1c14,NI-siderophore,0,0.0,Streptomyces,GCF_046628145.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_046628145.1\,24,NZ_CP176874.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_046628145.1\GCF_046628145.1.gbk,"Streptomyces mutabilis strain MPB24 chromosome, complete genome.",8019266,linear
72,72,GCF_045041415.1_NZ_CP108218.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041415.1\index.html,#r1c12,NI-siderophore,0,0.0,Streptomyces,GCF_045041415.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041415.1\,30,NZ_CP108218.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041415.1\GCF_045041415.1.gbk,"Streptomyces coelicoflavus strain NBC_00099 chromosome, complete genome.",7979235,linear
73,73,GCF_036101175.1_NZ_CP107977.1.region015,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036101175.1\index.html,#r1c15,NI-siderophore,0,0.0,Streptomyces,GCF_036101175.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036101175.1\,27,NZ_CP107977.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036101175.1\GCF_036101175.1.gbk,"Streptomyces coelicoflavus strain NBC_00357 chromosome, complete genome.",7743741,linear
74,74,GCF_027947595.1_NZ_CP116257.1.region004,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027947595.1\index.html,#r1c4,NI-siderophore,0,0.0,Streptomyces,GCF_027947595.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027947595.1\,25,NZ_CP116257.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027947595.1\GCF_027947595.1.gbk,"Streptomyces lienomycini strain DSM 41475 chromosome, complete genome.",7863969,linear
75,75,GCF_036130235.1_NZ_CP108008.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036130235.1\index.html,#r1c14,NI-siderophore,0,0.0,Streptomyces,GCF_036130235.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036130235.1\,27,NZ_CP108008.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036130235.1\GCF_036130235.1.gbk,"Streptomyces sp. NBC_00334 chromosome, complete genome.",7883130,linear
76,76,GCF_036226945.1_NZ_CP109205.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226945.1\index.html,#r1c13,NI-siderophore,0,0.0,Streptomyces,GCF_036226945.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226945.1\,27,NZ_CP109205.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226945.1\GCF_036226945.1.gbk,"Streptomyces anthocyanicus strain NBC 01687 chromosome, complete genome.",8477056,linear
77,77,GCF_008931305.1_NZ_CP042324.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008931305.1\index.html,#r1c14,NI-siderophore,0,0.0,Streptomyces,GCF_008931305.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008931305.1\,26,NZ_CP042324.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008931305.1\GCF_008931305.1.gbk,"Streptomyces coelicolor A3(2) strain CFB_NBC_0001 chromosome, complete genome.",8667664,linear
78,78,GCF_013317105.1_NZ_CP050522.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013317105.1\index.html,#r1c14,NI-siderophore,0,0.0,Streptomyces,GCF_013317105.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013317105.1\,26,NZ_CP050522.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013317105.1\GCF_013317105.1.gbk,"Streptomyces coelicolor strain M1154/pAMX4/pGP1416 chromosome, complete genome.",8585093,linear
79,79,GCF_000739105.1_NZ_CP009124.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000739105.1\index.html,#r1c12,NI-siderophore,0,0.0,Streptomyces,GCF_000739105.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000739105.1\,26,NZ_CP009124.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000739105.1\GCF_000739105.1.gbk,"Streptomyces lividans TK24 chromosome, complete genome.",8345283,linear
80,80,GCF_009495655.1_NZ_CP045547.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009495655.1\index.html,#r1c13,NI-siderophore,0,0.0,Streptomyces,GCF_009495655.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009495655.1\,31,NZ_CP045547.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009495655.1\GCF_009495655.1.gbk,"Streptomyces sp. SYP-A7193 chromosome, complete genome.",8193527,linear
81,81,GCF_030930975.1_NZ_CP133215.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030930975.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_030930975.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030930975.1\,20,NZ_CP133215.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030930975.1\GCF_030930975.1.gbk,"Streptomyces sp. VNUA74 chromosome, complete genome.",7250076,linear
82,82,GCF_001660045.1_NZ_CP015866.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_001660045.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\,20,NZ_CP015866.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,"Streptomyces parvulus strain 2297 chromosome, complete genome.",7149446,linear
83,83,GCF_030028615.1_NZ_CP124542.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030028615.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_030028615.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030028615.1\,22,NZ_CP124542.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030028615.1\GCF_030028615.1.gbk,Streptomyces sp. BPPL-273 chromosome.,7856756,linear
84,84,GCF_036246005.1_NZ_CP109171.1.region015,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036246005.1\index.html,#r1c15,NI-siderophore,0,0.0,Streptomyces,GCF_036246005.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036246005.1\,29,NZ_CP109171.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036246005.1\GCF_036246005.1.gbk,"Streptomyces sp. NBC_01723 chromosome, complete genome.",8762255,linear
85,85,GCF_021383925.1_NZ_CP085300.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021383925.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_021383925.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021383925.1\,23,NZ_CP085300.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021383925.1\GCF_021383925.1.gbk,"Streptomyces sp. BSE6.1 chromosome, complete genome.",8024389,linear
86,86,GCF_030552875.1_NZ_CP130681.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030552875.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_030552875.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030552875.1\,23,NZ_CP130681.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030552875.1\GCF_030552875.1.gbk,"Streptomyces sp. HUAS CX7 chromosome unmamed1, complete sequence.",8089089,linear
87,87,GCF_013364375.1_NZ_CP054920.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364375.1\index.html,#r1c13,NI-siderophore,0,0.0,Streptomyces,GCF_013364375.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364375.1\,27,NZ_CP054920.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364375.1\GCF_013364375.1.gbk,"Streptomyces sp. NA03103 chromosome, complete genome.",8088762,linear
88,88,GCF_003950055.1_NZ_CP034353.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003950055.1\index.html,#r1c13,NI-siderophore,0,0.0,Streptomyces,GCF_003950055.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003950055.1\,26,NZ_CP034353.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003950055.1\GCF_003950055.1.gbk,"Streptomyces sp. KPB2 chromosome, complete genome.",8082236,linear
89,89,GCF_045039645.1_NZ_CP108643.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039645.1\index.html,#r1c13,NI-siderophore,0,0.0,Streptomyces,GCF_045039645.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039645.1\,24,NZ_CP108643.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039645.1\GCF_045039645.1.gbk,"Streptomyces sp. NBC_01124 chromosome, complete genome.",8295141,linear
90,90,GCF_018310575.1_NZ_CP074111.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310575.1\index.html,#r1c12,NI-siderophore,0,0.0,Streptomyces,GCF_018310575.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310575.1\,22,NZ_CP074111.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310575.1\GCF_018310575.1.gbk,"Streptomyces sp. V17-9 chromosome, complete genome.",8151966,linear
91,91,GCF_000772045.1_NZ_CP009754.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000772045.1\index.html,#r1c11,NI-siderophore,0,0.0,Streptomyces,GCF_000772045.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000772045.1\,25,NZ_CP009754.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000772045.1\GCF_000772045.1.gbk,"Streptomyces sp. CCM_MD2014 chromosome, complete genome.",8274043,linear
92,92,GCF_044591655.1_NZ_CP172448.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044591655.1\index.html,#r1c16,NI-siderophore,0,0.0,Streptomyces,GCF_044591655.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044591655.1\,27,NZ_CP172448.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044591655.1\GCF_044591655.1.gbk,"Streptomyces sp. BBFR51 chromosome, complete genome.",9275689,linear
93,93,GCF_001767375.1_NZ_CP016795.1.region020,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\index.html,#r1c20,NI-siderophore,0,0.0,Streptomyces,GCF_001767375.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\,32,NZ_CP016795.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,"Streptomyces olivaceus strain KLBMP 5084 chromosome, complete genome.",8180260,linear
94,94,GCF_011650445.1_NZ_CP036534.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011650445.1\index.html,#r1c19,NI-siderophore,0,0.0,Streptomyces,GCF_011650445.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011650445.1\,33,NZ_CP036534.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011650445.1\GCF_011650445.1.gbk,"Streptomyces sp. VN1 chromosome, complete genome.",8341703,linear
95,95,GCF_022827705.1_NZ_CP094676.1.region006,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022827705.1\index.html,#r1c6,NI-siderophore,0,0.0,Streptomyces,GCF_022827705.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022827705.1\,33,NZ_CP094676.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022827705.1\GCF_022827705.1.gbk,"Streptomyces sp. CB09030 chromosome, complete genome.",8368456,linear
96,96,GCF_029866785.1_NZ_CP102359.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029866785.1\index.html,#r1c19,NI-siderophore,0,0.0,Streptomyces,GCF_029866785.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029866785.1\,34,NZ_CP102359.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029866785.1\GCF_029866785.1.gbk,"Streptomyces sp. B146 chromosome, complete genome.",8759250,linear
97,97,GCF_015244315.1_NZ_CP043317.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_015244315.1\index.html,#r1c18,NI-siderophore,0,0.0,Streptomyces,GCF_015244315.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_015244315.1\,35,NZ_CP043317.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_015244315.1\GCF_015244315.1.gbk,"Streptomyces olivaceus strain SCSIO T05 chromosome, complete genome.",8458055,linear
98,98,GCF_001632865.1_NZ_CP012949.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\index.html,#r1c13,NI-siderophore,0,0.0,Streptomyces,GCF_001632865.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\,26,NZ_CP012949.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\GCF_001632865.1.gbk,"Streptomyces ambofaciens strain DSM 40697 chromosome, complete genome.",8137876,linear
99,99,GCF_001267885.1_NZ_CP012382.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001267885.1\index.html,#r1c12,NI-siderophore,0,0.0,Streptomyces,GCF_001267885.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001267885.1\,26,NZ_CP012382.1,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001267885.1\GCF_001267885.1.gbk,"Streptomyces ambofaciens ATCC 23877 chromosome, complete genome.",8303940,linear
