"dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","strain_name","combined"
"GCF_045039985.1_NZ_CP109571.1.region021",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039985.1\index.html","#r1c21","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045039985.1","GCF_045039985.1_NZ_CP109571.1.region021_#r1c21"
"GCF_045276945.1_NZ_CP109242.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045276945.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045276945.1","GCF_045276945.1_NZ_CP109242.1.region022_#r1c22"
"GCF_045209725.1_NZ_CP109275.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209725.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045209725.1","GCF_045209725.1_NZ_CP109275.1.region022_#r1c22"
"GCF_045206015.1_NZ_CP108200.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206015.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045206015.1","GCF_045206015.1_NZ_CP108200.1.region005_#r1c5"
"GCF_036226945.1_NZ_CP109205.1.region023",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226945.1\index.html","#r1c23","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036226945.1","GCF_036226945.1_NZ_CP109205.1.region023_#r1c23"
"GCF_008931305.1_NZ_CP042324.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008931305.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_008931305.1","GCF_008931305.1_NZ_CP042324.1.region004_#r1c4"
"GCF_013317105.1_NZ_CP050522.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013317105.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_013317105.1","GCF_013317105.1_NZ_CP050522.1.region004_#r1c4"
"GCF_035917655.1_NZ_CP109102.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917655.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035917655.1","GCF_035917655.1_NZ_CP109102.1.region022_#r1c22"
"GCF_033406955.1_NZ_CP137734.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033406955.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_033406955.1","GCF_033406955.1_NZ_CP137734.1.region022_#r1c22"
"GCF_000739105.1_NZ_CP009124.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000739105.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_000739105.1","GCF_000739105.1_NZ_CP009124.1.region022_#r1c22"
"GCF_044590125.1_NZ_CP172447.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044590125.1\index.html","#r1c29","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_044590125.1","GCF_044590125.1_NZ_CP172447.1.region029_#r1c29"
"GCF_045041415.1_NZ_CP108218.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041415.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045041415.1","GCF_045041415.1_NZ_CP108218.1.region001_#r1c1"
"GCF_045039645.1_NZ_CP108643.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039645.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045039645.1","GCF_045039645.1_NZ_CP108643.1.region001_#r1c1"
"GCF_013364375.1_NZ_CP054920.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364375.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_013364375.1","GCF_013364375.1_NZ_CP054920.1.region001_#r1c1"
"GCF_003950055.1_NZ_CP034353.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003950055.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_003950055.1","GCF_003950055.1_NZ_CP034353.1.region001_#r1c1"
"GCF_030552875.1_NZ_CP130681.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030552875.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_030552875.1","GCF_030552875.1_NZ_CP130681.1.region001_#r1c1"
"GCF_021383925.1_NZ_CP085300.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021383925.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_021383925.1","GCF_021383925.1_NZ_CP085300.1.region001_#r1c1"
"GCF_018310575.1_NZ_CP074111.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310575.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_018310575.1","GCF_018310575.1_NZ_CP074111.1.region022_#r1c22"
"GCF_000772045.1_NZ_CP009754.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000772045.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_000772045.1","GCF_000772045.1_NZ_CP009754.1.region001_#r1c1"
"GCF_009495655.1_NZ_CP045547.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009495655.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_009495655.1","GCF_009495655.1_NZ_CP045547.1.region001_#r1c1"
"GCF_036101175.1_NZ_CP107977.1.region025",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036101175.1\index.html","#r1c25","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036101175.1","GCF_036101175.1_NZ_CP107977.1.region025_#r1c25"
"GCF_044591655.1_NZ_CP172448.1.region023",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044591655.1\index.html","#r1c23","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_044591655.1","GCF_044591655.1_NZ_CP172448.1.region023_#r1c23"
"GCF_036246005.1_NZ_CP109171.1.region025",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036246005.1\index.html","#r1c25","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036246005.1","GCF_036246005.1_NZ_CP109171.1.region025_#r1c25"
"GCF_001660045.1_NZ_CP015866.1.region018",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\index.html","#r1c18","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_001660045.1","GCF_001660045.1_NZ_CP015866.1.region018_#r1c18"
"GCF_030930975.1_NZ_CP133215.1.region019",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030930975.1\index.html","#r1c19","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_030930975.1","GCF_030930975.1_NZ_CP133215.1.region019_#r1c19"
"GCF_030028615.1_NZ_CP124542.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030028615.1\index.html","#r1c3","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_030028615.1","GCF_030028615.1_NZ_CP124542.1.region003_#r1c3"
"GCF_004795715.1_NZ_CP039123.1.region026",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_004795715.1\index.html","#r1c26","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_004795715.1","GCF_004795715.1_NZ_CP039123.1.region026_#r1c26"
"GCF_034422375.1_NZ_CP139824.1.region028",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_034422375.1\index.html","#r1c28","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_034422375.1","GCF_034422375.1_NZ_CP139824.1.region028_#r1c28"
"GCF_040819605.1_NZ_CP161948.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_040819605.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_040819605.1","GCF_040819605.1_NZ_CP161948.1.region004_#r1c4"
"GCF_964272505.1_NZ_OZ186791.1.region026",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272505.1\index.html","#r1c26","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_964272505.1","GCF_964272505.1_NZ_OZ186791.1.region026_#r1c26"
"GCF_964272455.1_NZ_OZ186793.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272455.1\index.html","#r1c24","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_964272455.1","GCF_964272455.1_NZ_OZ186793.1.region024_#r1c24"
"GCF_028473745.1_NZ_CP101137.1.region020",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028473745.1\index.html","#r1c20","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_028473745.1","GCF_028473745.1_NZ_CP101137.1.region020_#r1c20"
"GCF_046628145.1_NZ_CP176874.1.region021",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_046628145.1\index.html","#r1c21","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_046628145.1","GCF_046628145.1_NZ_CP176874.1.region021_#r1c21"
"GCF_001267885.1_NZ_CP012382.1.region021",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001267885.1\index.html","#r1c21","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_001267885.1","GCF_001267885.1_NZ_CP012382.1.region021_#r1c21"
"GCF_008704995.1_NZ_CP023747.1.region020",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008704995.1\index.html","#r1c20","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_008704995.1","GCF_008704995.1_NZ_CP023747.1.region020_#r1c20"
"GCF_017352335.1_NZ_CP071465.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_017352335.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_017352335.1","GCF_017352335.1_NZ_CP071465.1.region004_#r1c4"
"GCF_015689475.1_NZ_CP065050.1.region044",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_015689475.1\index.html","#r1c44","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_015689475.1","GCF_015689475.1_NZ_CP065050.1.region044_#r1c44"
"GCF_021233395.1_NZ_CP089536.1.region045",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021233395.1\index.html","#r1c45","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_021233395.1","GCF_021233395.1_NZ_CP089536.1.region045_#r1c45"
"GCF_002591335.1_NZ_CP023992.1.region042",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002591335.1\index.html","#r1c42","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_002591335.1","GCF_002591335.1_NZ_CP023992.1.region042_#r1c42"
"GCF_006974005.1_NZ_CP029823.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_006974005.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_006974005.1","GCF_006974005.1_NZ_CP029823.1.region005_#r1c5"
"GCF_002812405.1_NZ_CP025018.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002812405.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_002812405.1","GCF_002812405.1_NZ_CP025018.1.region005_#r1c5"
"GCF_030122705.1_NZ_CP126066.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030122705.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_030122705.1","GCF_030122705.1_NZ_CP126066.1.region005_#r1c5"
"GCF_033547115.1_NZ_CP137895.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033547115.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_033547115.1","GCF_033547115.1_NZ_CP137895.1.region005_#r1c5"
"GCF_036237235.1_NZ_CP108350.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237235.1\index.html","#r1c24","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036237235.1","GCF_036237235.1_NZ_CP108350.1.region024_#r1c24"
"GCF_035917175.1_NZ_CP108094.1.region027",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917175.1\index.html","#r1c27","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035917175.1","GCF_035917175.1_NZ_CP108094.1.region027_#r1c27"
"GCF_045160595.1_NZ_CP108291.1.region026",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160595.1\index.html","#r1c26","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045160595.1","GCF_045160595.1_NZ_CP108291.1.region026_#r1c26"
"GCF_045161775.1_NZ_CP108872.1.region018",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161775.1\index.html","#r1c18","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045161775.1","GCF_045161775.1_NZ_CP108872.1.region018_#r1c18"
"GCF_045161785.1_NZ_CP130727.1.region023",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161785.1\index.html","#r1c23","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045161785.1","GCF_045161785.1_NZ_CP130727.1.region023_#r1c23"
"GCF_041431135.1_NZ_CP107799.1.region025",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041431135.1\index.html","#r1c25","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_041431135.1","GCF_041431135.1_NZ_CP107799.1.region025_#r1c25"
"GCF_045207275.1_NZ_CP109032.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207275.1\index.html","#r1c6","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045207275.1","GCF_045207275.1_NZ_CP109032.1.region006_#r1c6"
"GCF_031597775.1_NZ_CP134203.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_031597775.1\index.html","#r1c3","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_031597775.1","GCF_031597775.1_NZ_CP134203.1.region003_#r1c3"
"GCF_004803895.1_NZ_CP021978.1.region026",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_004803895.1\index.html","#r1c26","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_004803895.1","GCF_004803895.1_NZ_CP021978.1.region026_#r1c26"
"GCF_031348265.1_NZ_CP133771.1.region023",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_031348265.1\index.html","#r1c23","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_031348265.1","GCF_031348265.1_NZ_CP133771.1.region023_#r1c23"
"GCF_001611795.1_NZ_CP015098.1.region023",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001611795.1\index.html","#r1c23","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_001611795.1","GCF_001611795.1_NZ_CP015098.1.region023_#r1c23"
"GCF_014701095.1_NZ_AP023439.1.region021",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014701095.1\index.html","#r1c21","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_014701095.1","GCF_014701095.1_NZ_AP023439.1.region021_#r1c21"
"GCF_030863945.1_NZ_CP132975.1.region011",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030863945.1\index.html","#r1c11","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_030863945.1","GCF_030863945.1_NZ_CP132975.1.region011_#r1c11"
"GCF_036243495.1_NZ_CP108994.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036243495.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036243495.1","GCF_036243495.1_NZ_CP108994.1.region005_#r1c5"
"GCF_036347215.1_NZ_CP108993.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347215.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036347215.1","GCF_036347215.1_NZ_CP108993.1.region005_#r1c5"
"GCF_036287475.1_NZ_CP143088.1.region026",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036287475.1\index.html","#r1c26","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036287475.1","GCF_036287475.1_NZ_CP143088.1.region026_#r1c26"
"GCF_036345155.1_NZ_CP107772.1.region028",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345155.1\index.html","#r1c28","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036345155.1","GCF_036345155.1_NZ_CP107772.1.region028_#r1c28"
"GCF_037055355.1_NZ_CP146350.1.region026",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037055355.1\index.html","#r1c26","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_037055355.1","GCF_037055355.1_NZ_CP146350.1.region026_#r1c26"
"GCF_046267975.1_NZ_CP176503.1.region011",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_046267975.1\index.html","#r1c11","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_046267975.1","GCF_046267975.1_NZ_CP176503.1.region011_#r1c11"
"GCF_045208795.1_NZ_CP109312.1.region021",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208795.1\index.html","#r1c21","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045208795.1","GCF_045208795.1_NZ_CP109312.1.region021_#r1c21"
"GCF_045039975.1_NZ_CP109574.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039975.1\index.html","#r1c2","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045039975.1","GCF_045039975.1_NZ_CP109574.1.region002_#r1c2"
"GCF_045160145.1_NZ_CP108321.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160145.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045160145.1","GCF_045160145.1_NZ_CP108321.1.region004_#r1c4"
"GCF_045207065.1_NZ_CP107730.1.region028",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207065.1\index.html","#r1c28","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045207065.1","GCF_045207065.1_NZ_CP107730.1.region028_#r1c28"
"GCF_045040845.1_NZ_CP108322.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040845.1\index.html","#r1c2","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045040845.1","GCF_045040845.1_NZ_CP108322.1.region002_#r1c2"
"GCF_045206945.1_NZ_CP107733.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206945.1\index.html","#r1c3","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045206945.1","GCF_045206945.1_NZ_CP107733.1.region003_#r1c3"
"GCF_045207135.1_NZ_CP109050.1.region027",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207135.1\index.html","#r1c27","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045207135.1","GCF_045207135.1_NZ_CP109050.1.region027_#r1c27"
"GCF_036177905.1_NZ_CP108065.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036177905.1\index.html","#r1c2","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036177905.1","GCF_036177905.1_NZ_CP108065.1.region002_#r1c2"
"GCF_036237295.1_NZ_CP108354.1.region010",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237295.1\index.html","#r1c10","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036237295.1","GCF_036237295.1_NZ_CP108354.1.region010_#r1c10"
"GCF_042466515.1_NZ_CP136563.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_042466515.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_042466515.1","GCF_042466515.1_NZ_CP136563.1.region004_#r1c4"
"GCF_037126205.1_NZ_CP146988.1.region039",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037126205.1\index.html","#r1c39","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_037126205.1","GCF_037126205.1_NZ_CP146988.1.region039_#r1c39"
"GCF_040114435.1_NZ_CP157809.1.region035",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_040114435.1\index.html","#r1c35","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_040114435.1","GCF_040114435.1_NZ_CP157809.1.region035_#r1c35"
"GCF_024298965.1_NZ_CP085193.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024298965.1\index.html","#r1c2","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_024298965.1","GCF_024298965.1_NZ_CP085193.1.region002_#r1c2"
"GCF_045041015.1_NZ_CP108302.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041015.1\index.html","#r1c2","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045041015.1","GCF_045041015.1_NZ_CP108302.1.region002_#r1c2"
"GCF_036014175.1_NZ_CP107917.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036014175.1\index.html","#r1c29","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036014175.1","GCF_036014175.1_NZ_CP107917.1.region029_#r1c29"
"GCF_018604545.1_NZ_CP075896.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018604545.1\index.html","#r1c6","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_018604545.1","GCF_018604545.1_NZ_CP075896.1.region006_#r1c6"
"GCF_024442335.1_NZ_CP101651.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024442335.1\index.html","#r1c6","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_024442335.1","GCF_024442335.1_NZ_CP101651.1.region006_#r1c6"
"GCF_024442315.1_NZ_CP101649.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024442315.1\index.html","#r1c6","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_024442315.1","GCF_024442315.1_NZ_CP101649.1.region006_#r1c6"
"GCF_035658475.1_NZ_CP141909.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035658475.1\index.html","#r1c7","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035658475.1","GCF_035658475.1_NZ_CP141909.1.region007_#r1c7"
